INFO 2024-12-22 03:47:49,798 autoreload 13020 123609276316544 Watching for file changes with StatReloader
DEBUG 2024-12-22 03:47:49,939 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/envs/test/lib/python3.11/site-packages/django/template/backends/base.py first seen with mtime 1734749044.899306
DEBUG 2024-12-22 03:47:49,939 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/envs/test/lib/python3.11/site-packages/django/utils/translation/trans_real.py first seen with mtime 1734749044.9133074
DEBUG 2024-12-22 03:47:49,939 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/envs/test/lib/python3.11/site-packages/django/contrib/staticfiles/management/commands/runserver.py first seen with mtime 1734749044.8382998
DEBUG 2024-12-22 03:47:49,939 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/envs/test/lib/python3.11/site-packages/django/urls/__init__.py first seen with mtime 1734749044.9043064
DEBUG 2024-12-22 03:47:49,939 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/envs/test/lib/python3.11/site-packages/celery/utils/serialization.py first seen with mtime 1734770433.6046765
DEBUG 2024-12-22 03:47:49,939 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/envs/test/lib/python3.11/site-packages/django/contrib/sessions/base_session.py first seen with mtime 1734749044.782294
DEBUG 2024-12-22 03:47:49,939 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/envs/test/lib/python3.11/site-packages/django/db/backends/mysql/validation.py first seen with mtime 1734749044.8633022
DEBUG 2024-12-22 03:47:49,939 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/envs/test/lib/python3.11/site-packages/django/db/models/fields/__init__.py first seen with mtime 1734749044.8773038
DEBUG 2024-12-22 03:47:49,939 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/lib/python3.11/multiprocessing/context.py first seen with mtime 1734748748.0806124
DEBUG 2024-12-22 03:47:49,939 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/lib/python3.11/textwrap.py first seen with mtime 1734748747.6585362
DEBUG 2024-12-22 03:47:49,939 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/lib/python3.11/asyncio/trsock.py first seen with mtime 1734748747.7035444
DEBUG 2024-12-22 03:47:49,939 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/lib/python3.11/importlib/metadata/__init__.py first seen with mtime 1734748748.0035985
DEBUG 2024-12-22 03:47:49,939 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/envs/test/lib/python3.11/site-packages/sqlparse/utils.py first seen with mtime 1734749044.116226
DEBUG 2024-12-22 03:47:49,940 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/envs/test/lib/python3.11/site-packages/django/db/models/__init__.py first seen with mtime 1734749044.8723032
DEBUG 2024-12-22 03:47:49,940 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/envs/test/lib/python3.11/site-packages/django/core/handlers/__init__.py first seen with mtime 1734749044.8473008
DEBUG 2024-12-22 03:47:49,940 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/lib/python3.11/pprint.py first seen with mtime 1734748747.62353
DEBUG 2024-12-22 03:47:49,940 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/envs/test/lib/python3.11/site-packages/django/contrib/sites/requests.py first seen with mtime 1734749044.8132973
DEBUG 2024-12-22 03:47:49,940 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/envs/test/lib/python3.11/site-packages/django/db/models/fields/proxy.py first seen with mtime 1734749044.8783038
DEBUG 2024-12-22 03:47:49,940 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/lib/python3.11/lib-dynload/_datetime.cpython-311-x86_64-linux-gnu.so first seen with mtime 1734748745.0
DEBUG 2024-12-22 03:47:49,940 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/envs/test/lib/python3.11/site-packages/django/contrib/admin/apps.py first seen with mtime 1734749044.3492498
DEBUG 2024-12-22 03:47:49,940 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/envs/test/lib/python3.11/site-packages/django/db/models/deletion.py first seen with mtime 1734749044.8743036
DEBUG 2024-12-22 03:47:49,940 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/envs/test/lib/python3.11/site-packages/django/contrib/auth/__init__.py first seen with mtime 1734749044.5082662
DEBUG 2024-12-22 03:47:49,940 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/lib/python3.11/dis.py first seen with mtime 1734748747.5845227
DEBUG 2024-12-22 03:47:49,940 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/lib/python3.11/json/scanner.py first seen with mtime 1734748748.0126002
DEBUG 2024-12-22 03:47:49,940 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/envs/test/lib/python3.11/site-packages/django/contrib/postgres/search.py first seen with mtime 1734749044.7352893
DEBUG 2024-12-22 03:47:49,940 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/envs/test/lib/python3.11/site-packages/rest_framework/utils/humanize_datetime.py first seen with mtime 1734774901.5029154
DEBUG 2024-12-22 03:47:49,940 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/lib/python3.11/lib-dynload/unicodedata.cpython-311-x86_64-linux-gnu.so first seen with mtime 1734748744.0
DEBUG 2024-12-22 03:47:49,940 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/envs/test/lib/python3.11/site-packages/django/views/decorators/csrf.py first seen with mtime 1734749044.9143076
DEBUG 2024-12-22 03:47:49,940 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/envs/test/lib/python3.11/site-packages/django/contrib/admin/templatetags/admin_urls.py first seen with mtime 1734749044.4662619
DEBUG 2024-12-22 03:47:49,940 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/envs/test/lib/python3.11/site-packages/MySQLdb/release.py first seen with mtime 1734750982.0202036
DEBUG 2024-12-22 03:47:49,940 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/envs/test/lib/python3.11/site-packages/MySQLdb/constants/__init__.py first seen with mtime 1734750982.0202036
DEBUG 2024-12-22 03:47:49,940 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/envs/test/lib/python3.11/site-packages/django/template/exceptions.py first seen with mtime 1734749044.898306
DEBUG 2024-12-22 03:47:49,940 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/envs/test/lib/python3.11/site-packages/billiard/process.py first seen with mtime 1734770433.386671
DEBUG 2024-12-22 03:47:49,940 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/lib/python3.11/asyncio/sslproto.py first seen with mtime 1734748747.696543
DEBUG 2024-12-22 03:47:49,940 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/envs/test/lib/python3.11/site-packages/django/contrib/auth/tokens.py first seen with mtime 1734749044.5112665
DEBUG 2024-12-22 03:47:49,940 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/envs/test/lib/python3.11/site-packages/django/template/loaders/filesystem.py first seen with mtime 1734749044.9003062
DEBUG 2024-12-22 03:47:49,940 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/envs/test/lib/python3.11/site-packages/rest_framework/schemas/__init__.py first seen with mtime 1734774901.4909158
DEBUG 2024-12-22 03:47:49,940 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/envs/test/lib/python3.11/site-packages/click/termui.py first seen with mtime 1734770433.34667
DEBUG 2024-12-22 03:47:49,940 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/envs/test/lib/python3.11/site-packages/django/utils/duration.py first seen with mtime 1734749044.9083068
DEBUG 2024-12-22 03:47:49,940 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/envs/test/lib/python3.11/site-packages/django/utils/regex_helper.py first seen with mtime 1734749044.9113073
DEBUG 2024-12-22 03:47:49,940 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/lib/python3.11/email/mime/message.py first seen with mtime 1734748747.8055627
DEBUG 2024-12-22 03:47:49,940 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/envs/test/lib/python3.11/site-packages/django/views/static.py first seen with mtime 1734749044.9143076
DEBUG 2024-12-22 03:47:49,940 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/envs/test/lib/python3.11/site-packages/django/template/autoreload.py first seen with mtime 1734749044.8973057
DEBUG 2024-12-22 03:47:49,940 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/envs/test/lib/python3.11/site-packages/corsheaders/__init__.py first seen with mtime 1734773997.8317628
DEBUG 2024-12-22 03:47:49,941 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/envs/test/lib/python3.11/site-packages/django/contrib/auth/decorators.py first seen with mtime 1734749044.5092661
DEBUG 2024-12-22 03:47:49,941 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/envs/test/lib/python3.11/site-packages/django/contrib/sessions/models.py first seen with mtime 1734749044.782294
DEBUG 2024-12-22 03:47:49,941 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/envs/test/lib/python3.11/site-packages/django/contrib/admindocs/views.py first seen with mtime 1734749044.467262
DEBUG 2024-12-22 03:47:49,941 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/lib/python3.11/lib-dynload/_contextvars.cpython-311-x86_64-linux-gnu.so first seen with mtime 1734748742.0
DEBUG 2024-12-22 03:47:49,941 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/envs/test/lib/python3.11/site-packages/django/db/models/functions/datetime.py first seen with mtime 1734749044.880304
DEBUG 2024-12-22 03:47:49,941 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/envs/test/lib/python3.11/site-packages/django/contrib/admin/templatetags/admin_list.py first seen with mtime 1734749044.4652617
DEBUG 2024-12-22 03:47:49,941 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/envs/test/lib/python3.11/site-packages/django/core/cache/backends/__init__.py first seen with mtime 1734749044.8403
DEBUG 2024-12-22 03:47:49,941 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/envs/test/lib/python3.11/site-packages/django/db/models/sql/constants.py first seen with mtime 1734749044.8813043
DEBUG 2024-12-22 03:47:49,941 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/lib/python3.11/email/mime/nonmultipart.py first seen with mtime 1734748747.807563
DEBUG 2024-12-22 03:47:49,941 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/envs/test/lib/python3.11/site-packages/django/utils/termcolors.py first seen with mtime 1734749044.9113073
DEBUG 2024-12-22 03:47:49,941 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/envs/test/lib/python3.11/site-packages/django/template/engine.py first seen with mtime 1734749044.898306
DEBUG 2024-12-22 03:47:49,941 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/envs/test/lib/python3.11/site-packages/django/core/validators.py first seen with mtime 1734749044.8393
DEBUG 2024-12-22 03:47:49,941 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/envs/test/lib/python3.11/site-packages/django/core/management/sql.py first seen with mtime 1734749044.850301
DEBUG 2024-12-22 03:47:49,941 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/lib/python3.11/http/cookies.py first seen with mtime 1734748747.9155827
DEBUG 2024-12-22 03:47:49,941 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/lib/python3.11/collections/abc.py first seen with mtime 1734748747.7095454
DEBUG 2024-12-22 03:47:49,941 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/lib/python3.11/_markupbase.py first seen with mtime 1734748747.5535173
DEBUG 2024-12-22 03:47:49,941 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/envs/test/lib/python3.11/site-packages/django/contrib/contenttypes/management/__init__.py first seen with mtime 1734749044.5912745
DEBUG 2024-12-22 03:47:49,941 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/envs/test/lib/python3.11/site-packages/rest_framework/schemas/coreapi.py first seen with mtime 1734774901.4909158
DEBUG 2024-12-22 03:47:49,941 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/envs/test/lib/python3.11/site-packages/timezone_field/utils.py first seen with mtime 1734770523.0169246
DEBUG 2024-12-22 03:47:49,941 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/envs/test/lib/python3.11/site-packages/django/conf/locale/__init__.py first seen with mtime 1734749044.2342381
DEBUG 2024-12-22 03:47:49,941 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/envs/test/lib/python3.11/site-packages/django/core/checks/security/csrf.py first seen with mtime 1734749044.8433003
DEBUG 2024-12-22 03:47:49,941 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/envs/test/lib/python3.11/site-packages/django/views/generic/edit.py first seen with mtime 1734749044.9163077
DEBUG 2024-12-22 03:47:49,941 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/envs/test/lib/python3.11/site-packages/rest_framework/renderers.py first seen with mtime 1734774901.4839158
DEBUG 2024-12-22 03:47:49,941 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/envs/test/lib/python3.11/site-packages/django/core/signing.py first seen with mtime 1734749044.8393
DEBUG 2024-12-22 03:47:49,941 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/envs/test/lib/python3.11/site-packages/django/utils/encoding.py first seen with mtime 1734749044.9083068
DEBUG 2024-12-22 03:47:49,941 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/lib/python3.11/email/_policybase.py first seen with mtime 1734748747.7865593
DEBUG 2024-12-22 03:47:49,941 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/lib/python3.11/struct.py first seen with mtime 1734748747.651535
DEBUG 2024-12-22 03:47:49,941 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/lib/python3.11/heapq.py first seen with mtime 1734748747.5975251
DEBUG 2024-12-22 03:47:49,941 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/envs/test/lib/python3.11/site-packages/asgiref/local.py first seen with mtime 1734749044.165231
DEBUG 2024-12-22 03:47:49,941 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/envs/test/lib/python3.11/site-packages/rest_framework/utils/serializer_helpers.py first seen with mtime 1734774901.5029154
DEBUG 2024-12-22 03:47:49,942 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/lib/python3.11/asyncio/selector_events.py first seen with mtime 1734748747.6955428
DEBUG 2024-12-22 03:47:49,942 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/lib/python3.11/asyncio/unix_events.py first seen with mtime 1734748747.7045445
DEBUG 2024-12-22 03:47:49,942 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/envs/test/lib/python3.11/site-packages/kombu/utils/collections.py first seen with mtime 1734770433.5106742
DEBUG 2024-12-22 03:47:49,942 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/envs/test/lib/python3.11/site-packages/django/utils/formats.py first seen with mtime 1734749044.909307
DEBUG 2024-12-22 03:47:49,942 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/envs/test/lib/python3.11/site-packages/dateutil/_version.py first seen with mtime 1734770433.4326723
DEBUG 2024-12-22 03:47:49,942 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/envs/test/lib/python3.11/site-packages/django/utils/crypto.py first seen with mtime 1734749044.907307
DEBUG 2024-12-22 03:47:49,942 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/envs/test/lib/python3.11/site-packages/django/db/models/fields/json.py first seen with mtime 1734749044.8783038
DEBUG 2024-12-22 03:47:49,942 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/envs/test/lib/python3.11/site-packages/django/views/i18n.py first seen with mtime 1734749044.9133074
DEBUG 2024-12-22 03:47:49,942 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/lib/python3.11/threading.py first seen with mtime 1734748747.6605365
DEBUG 2024-12-22 03:47:49,942 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/envs/test/lib/python3.11/site-packages/django/core/exceptions.py first seen with mtime 1734749044.8393
DEBUG 2024-12-22 03:47:49,942 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/lib/python3.11/glob.py first seen with mtime 1734748747.5945246
DEBUG 2024-12-22 03:47:49,942 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/envs/test/lib/python3.11/site-packages/django/urls/utils.py first seen with mtime 1734749044.9053066
DEBUG 2024-12-22 03:47:49,942 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/lib/python3.11/email/mime/base.py first seen with mtime 1734748747.8045626
DEBUG 2024-12-22 03:47:49,942 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/lib/python3.11/uuid.py first seen with mtime 1734748747.6705384
DEBUG 2024-12-22 03:47:49,942 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/envs/test/lib/python3.11/site-packages/django/core/cache/__init__.py first seen with mtime 1734749044.8403
DEBUG 2024-12-22 03:47:49,942 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/envs/test/lib/python3.11/site-packages/django/core/checks/files.py first seen with mtime 1734749044.8413
DEBUG 2024-12-22 03:47:49,942 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/lib/python3.11/weakref.py first seen with mtime 1734748747.6725388
DEBUG 2024-12-22 03:47:49,942 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/envs/test/lib/python3.11/site-packages/asgiref/__init__.py first seen with mtime 1734749044.164231
DEBUG 2024-12-22 03:47:49,942 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/envs/test/lib/python3.11/site-packages/django/urls/exceptions.py first seen with mtime 1734749044.9053066
DEBUG 2024-12-22 03:47:49,942 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/lib/python3.11/asyncio/staggered.py first seen with mtime 1734748747.696543
DEBUG 2024-12-22 03:47:49,942 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/envs/test/lib/python3.11/site-packages/rest_framework/utils/mediatypes.py first seen with mtime 1734774901.5029154
DEBUG 2024-12-22 03:47:49,942 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/envs/test/lib/python3.11/site-packages/kombu/utils/__init__.py first seen with mtime 1734770433.5106742
DEBUG 2024-12-22 03:47:49,942 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/envs/test/lib/python3.11/site-packages/dateutil/tz/__init__.py first seen with mtime 1734770433.4336722
DEBUG 2024-12-22 03:47:49,942 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/envs/test/lib/python3.11/site-packages/django/core/checks/security/sessions.py first seen with mtime 1734749044.8433003
DEBUG 2024-12-22 03:47:49,942 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/envs/test/lib/python3.11/site-packages/redis/backoff.py first seen with mtime 1734770433.0696628
DEBUG 2024-12-22 03:47:49,942 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/envs/test/lib/python3.11/site-packages/django/db/models/functions/text.py first seen with mtime 1734749044.880304
DEBUG 2024-12-22 03:47:49,942 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/envs/test/lib/python3.11/site-packages/django/contrib/admin/views/main.py first seen with mtime 1734749044.4662619
DEBUG 2024-12-22 03:47:49,942 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/envs/test/lib/python3.11/site-packages/kombu/entity.py first seen with mtime 1734770433.507674
DEBUG 2024-12-22 03:47:49,942 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/envs/test/lib/python3.11/site-packages/django/contrib/admindocs/__init__.py first seen with mtime 1734749044.4662619
DEBUG 2024-12-22 03:47:49,942 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/envs/test/lib/python3.11/site-packages/rest_framework/generics.py first seen with mtime 1734774901.4839158
DEBUG 2024-12-22 03:47:49,942 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/lib/python3.11/lib-dynload/_ssl.cpython-311-x86_64-linux-gnu.so first seen with mtime 1734748745.0
DEBUG 2024-12-22 03:47:49,943 autoreload 13020 123609276316544 File /home/lifan/Code/test/rediect/apps/orders/apps.py first seen with mtime 1734836662.4920518
DEBUG 2024-12-22 03:47:49,943 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/envs/test/lib/python3.11/site-packages/kombu/compression.py first seen with mtime 1734770433.507674
DEBUG 2024-12-22 03:47:49,943 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/envs/test/lib/python3.11/site-packages/celery/utils/time.py first seen with mtime 1734770433.6056767
DEBUG 2024-12-22 03:47:49,943 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/lib/python3.11/lib-dynload/_heapq.cpython-311-x86_64-linux-gnu.so first seen with mtime 1734748742.0
DEBUG 2024-12-22 03:47:49,943 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/envs/test/lib/python3.11/site-packages/redis/__init__.py first seen with mtime 1734770433.0696628
DEBUG 2024-12-22 03:47:49,943 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/envs/test/lib/python3.11/site-packages/django/db/backends/signals.py first seen with mtime 1734749044.8583019
DEBUG 2024-12-22 03:47:49,943 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/envs/test/lib/python3.11/site-packages/django/templatetags/l10n.py first seen with mtime 1734749044.9013062
DEBUG 2024-12-22 03:47:49,943 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/envs/test/lib/python3.11/site-packages/django/contrib/staticfiles/checks.py first seen with mtime 1734749044.8362997
DEBUG 2024-12-22 03:47:49,943 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/lib/python3.11/xml/dom/xmlbuilder.py first seen with mtime 1734748748.1866314
DEBUG 2024-12-22 03:47:49,943 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/lib/python3.11/lib-dynload/binascii.cpython-311-x86_64-linux-gnu.so first seen with mtime 1734748744.0
DEBUG 2024-12-22 03:47:49,943 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/envs/test/lib/python3.11/site-packages/django/urls/base.py first seen with mtime 1734749044.9043064
DEBUG 2024-12-22 03:47:49,943 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/envs/test/lib/python3.11/site-packages/django/contrib/postgres/forms/hstore.py first seen with mtime 1734749044.7372894
DEBUG 2024-12-22 03:47:49,943 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/envs/test/lib/python3.11/site-packages/rest_framework_simplejwt/models.py first seen with mtime 1734774946.4996393
DEBUG 2024-12-22 03:47:49,943 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/lib/python3.11/random.py first seen with mtime 1734748747.6315312
DEBUG 2024-12-22 03:47:49,943 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/envs/test/lib/python3.11/site-packages/rest_framework_simplejwt/exceptions.py first seen with mtime 1734774946.4996393
DEBUG 2024-12-22 03:47:49,943 autoreload 13020 123609276316544 File /home/lifan/Code/test/rediect/apps/videos/apps.py first seen with mtime 1734836662.4810514
DEBUG 2024-12-22 03:47:49,943 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/envs/test/lib/python3.11/site-packages/django/contrib/contenttypes/admin.py first seen with mtime 1734749044.5592713
DEBUG 2024-12-22 03:47:49,943 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/envs/test/lib/python3.11/site-packages/rest_framework/schemas/utils.py first seen with mtime 1734774901.4919157
DEBUG 2024-12-22 03:47:49,943 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/lib/python3.11/importlib/readers.py first seen with mtime 1734748747.9935968
DEBUG 2024-12-22 03:47:49,943 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/envs/test/lib/python3.11/site-packages/django/core/handlers/base.py first seen with mtime 1734749044.8473008
DEBUG 2024-12-22 03:47:49,943 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/envs/test/lib/python3.11/site-packages/rest_framework/checks.py first seen with mtime 1734774901.4829159
DEBUG 2024-12-22 03:47:49,943 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/envs/test/lib/python3.11/site-packages/django/db/models/sql/where.py first seen with mtime 1734749044.8833044
DEBUG 2024-12-22 03:47:49,943 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/envs/test/lib/python3.11/site-packages/kombu/resource.py first seen with mtime 1734770433.507674
DEBUG 2024-12-22 03:47:49,943 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/envs/test/lib/python3.11/site-packages/django/contrib/auth/apps.py first seen with mtime 1734749044.5082662
DEBUG 2024-12-22 03:47:49,943 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/envs/test/lib/python3.11/site-packages/django/contrib/postgres/validators.py first seen with mtime 1734749044.7352893
DEBUG 2024-12-22 03:47:49,943 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/envs/test/lib/python3.11/site-packages/django/utils/functional.py first seen with mtime 1734749044.909307
DEBUG 2024-12-22 03:47:49,943 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/envs/test/lib/python3.11/site-packages/kombu/pools.py first seen with mtime 1734770433.507674
DEBUG 2024-12-22 03:47:49,943 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/lib/python3.11/lib-dynload/_ctypes.cpython-311-x86_64-linux-gnu.so first seen with mtime 1734748747.0
DEBUG 2024-12-22 03:47:49,943 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/lib/python3.11/shlex.py first seen with mtime 1734748747.6375325
DEBUG 2024-12-22 03:47:49,943 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/envs/test/lib/python3.11/site-packages/rest_framework/utils/breadcrumbs.py first seen with mtime 1734774901.5029154
DEBUG 2024-12-22 03:47:49,943 autoreload 13020 123609276316544 File /home/lifan/.pyenv/versions/3.11.11/lib/python3.11/lib-dynload/math.cpython-311-x86_64-linux-gnu.so first seen with mtime 1734748744.0
